,dtm,MIP,Solar_MW,Solar_capacity_mwp,Solar_installedcapacity_mwp,Wind_MW,SS_Price,boa_MWh,DA_Price
728,2020-10-05T04:00:00Z,45.88,0.0,2130.7360938,2229.1394561,260.85,58.5,0.0,43.48
729,2020-10-05T04:30:00Z,46.66,0.0,2130.7360938,2229.1394561,121.706,57.0,0.0,43.48
730,2020-10-05T05:00:00Z,50.11,0.0,2130.7360938,2229.1394561,76.768,58.14012,0.0,43.97
731,2020-10-05T05:30:00Z,42.73,0.0,2130.7360938,2229.1394561,59.316,57.0,0.0,43.97
732,2020-10-05T06:00:00Z,40.43,0.029343358,2130.7360938,2229.1394561,51.412,16.25,0.0,55.17
733,2020-10-05T06:30:00Z,42.19,6.7631547,2130.7360938,2229.1394561,67.858,20.15,0.0,55.17
734,2020-10-05T07:00:00Z,47.62,46.9744189,2130.7360938,2229.1394561,82.934,68.0,0.0,55.8
735,2020-10-05T07:30:00Z,52.27,105.1703801,2130.7360938,2229.1394561,84.326,68.0,0.0,55.8
736,2020-10-05T08:00:00Z,50.33,169.664439,2130.7360938,2229.1394561,104.822,68.0,0.0,50.0
737,2020-10-05T08:30:00Z,50.38,252.487552,2130.7360938,2229.1394561,196.604,68.0,0.0,50.0
738,2020-10-05T09:00:00Z,50.46,375.630443,2130.7360938,2229.1394561,282.41,64.9,0.0,45.0
739,2020-10-05T09:30:00Z,44.76,488.594175,2130.7360938,2229.1394561,215.654,21.16,0.0,45.0
740,2020-10-05T10:00:00Z,41.42,567.232445,2130.7360938,2229.1394561,201.998,21.28,0.0,45.0
741,2020-10-05T10:30:00Z,43.4,558.430673,2130.7360938,2229.1394561,289.906,55.0,0.0,45.0
742,2020-10-05T11:00:00Z,44.51,627.481655,2130.7360938,2229.1394561,349.772,35.0,0.0,39.85
743,2020-10-05T11:30:00Z,41.0,650.488296,2130.7360938,2229.1394561,359.732,21.51,0.0,39.85
744,2020-10-05T12:00:00Z,40.71,576.68606,2130.7360938,2229.1394561,381.556,64.9,0.0,37.54
745,2020-10-05T12:30:00Z,40.54,441.22258,2130.7360938,2229.1394561,414.708,68.0,0.0,37.54
746,2020-10-05T13:00:00Z,42.49,409.569784,2130.7360938,2229.1394561,475.178,64.5,0.0,37.5
747,2020-10-05T13:30:00Z,39.69,376.442461,2130.7360938,2229.1394561,466.912,22.26,0.0,37.5
748,2020-10-05T14:00:00Z,39.52,232.29978,2130.7360938,2229.1394561,470.57,64.5,0.0,49.6
749,2020-10-05T14:30:00Z,40.71,187.996824,2130.7360938,2229.1394561,476.28,75.0,0.0,49.6
750,2020-10-05T15:00:00Z,43.04,121.180274,2130.7792877,2229.209912,612.48,74.0,0.0,64.0
751,2020-10-05T15:30:00Z,42.49,65.9008846,2130.7792877,2229.209912,793.044,22.5,0.0,64.0
752,2020-10-05T16:00:00Z,42.11,43.6795826,2130.7792877,2229.209912,871.592,23.31,0.0,79.97
753,2020-10-05T16:30:00Z,37.93,15.41571458,2130.7792877,2229.209912,891.948,23.31,0.0,79.97
754,2020-10-05T17:00:00Z,41.38,0.62057573,2130.7792877,2229.209912,935.66,23.32,0.0,72.72
755,2020-10-05T17:30:00Z,37.54,0.0,2130.7792877,2229.209912,991.06,23.32,0.0,72.72
756,2020-10-05T18:00:00Z,41.27,0.0,2130.7792877,2229.209912,1125.272,23.47,0.0,44.0
757,2020-10-05T18:30:00Z,42.56,0.0,2130.7792877,2229.209912,1092.468,60.0,0.0,44.0
758,2020-10-05T19:00:00Z,41.67,0.0,2130.7792877,2229.209912,1022.902,35.0,0.0,37.98
759,2020-10-05T19:30:00Z,43.67,0.0,2130.7792877,2229.209912,781.23,60.0,0.0,37.98
760,2020-10-05T20:00:00Z,43.63,0.0,2130.7792877,2229.209912,481.702,62.0,0.0,31.38
761,2020-10-05T20:30:00Z,42.61,0.0,2130.7792877,2229.209912,393.248,58.0,0.0,31.38
762,2020-10-05T21:00:00Z,42.62,0.0,2130.7792877,2229.209912,500.424,57.35,0.0,35.0
763,2020-10-05T21:30:00Z,41.14,0.0,2130.7792877,2229.209912,670.36,57.35,0.0,35.0
764,2020-10-05T22:00:00Z,40.96,0.0,2130.7792877,2229.209912,811.842,57.0,0.0,24.45
765,2020-10-05T22:30:00Z,28.92,0.0,2130.7792877,2229.209912,868.148,24.94,0.0,24.45
766,2020-10-05T23:00:00Z,31.37,0.0,2130.7792877,2229.209912,864.136,22.46,0.0,20.7
767,2020-10-05T23:30:00Z,27.59,0.0,2130.7792877,2229.209912,851.062,27.59,0.0,20.7
768,2020-10-06T00:00:00Z,20.03,0.0,2130.7657727,2229.217969,898.848,20.03,0.0,24.59
769,2020-10-06T00:30:00Z,23.1,0.0,2130.7657727,2229.217969,1031.27,23.1,0.0,24.59
770,2020-10-06T01:00:00Z,25.2,0.0,2130.7657727,2229.217969,1091.004,25.2,0.0,24.4
771,2020-10-06T01:30:00Z,27.88,0.0,2130.7657727,2229.217969,1124.844,27.88,0.0,24.4
772,2020-10-06T02:00:00Z,31.15,0.0,2130.7657727,2229.217969,1103.994,55.5,0.0,24.89
773,2020-10-06T02:30:00Z,35.84,0.0,2130.7657727,2229.217969,983.648,30.0,0.0,24.89
774,2020-10-06T03:00:00Z,30.64,0.0,2130.7657727,2229.217969,1010.426,21.82,0.0,39.71
775,2020-10-06T03:30:00Z,29.97,0.0,2130.7657727,2229.217969,979.27,11.0,0.0,39.71
776,2020-10-06T04:00:00Z,41.34,0.0,2130.7657727,2229.217969,868.256,29.08,0.0,45.06
777,2020-10-06T04:30:00Z,49.99,0.0,2130.7657727,2229.217969,952.156,28.74,0.0,45.06
778,2020-10-06T05:00:00Z,48.69,0.0,2130.7657727,2229.217969,918.142,21.3,0.0,52.5
779,2020-10-06T05:30:00Z,42.5,0.0,2130.7657727,2229.217969,861.77,15.75,0.0,52.5
780,2020-10-06T06:00:00Z,35.32,0.08976164,2130.7657727,2229.217969,807.208,62.25,0.0,58.94
781,2020-10-06T06:30:00Z,48.59,26.656869,2130.7657727,2229.217969,710.414,62.25,0.0,58.94
782,2020-10-06T07:00:00Z,54.07,106.183024,2130.7657727,2229.217969,506.458,62.25,0.0,57.0
783,2020-10-06T07:30:00Z,53.11,175.56919,2130.7657727,2229.217969,388.428,62.25,0.0,57.0
784,2020-10-06T08:00:00Z,53.65,285.415802,2130.7657727,2229.217969,315.074,62.25,0.0,52.51
785,2020-10-06T08:30:00Z,50.19,446.223788,2130.7657727,2229.217969,250.944,24.12,0.0,52.51
786,2020-10-06T09:00:00Z,42.85,613.424037,2130.7657727,2229.217969,306.2,15.7,0.0,49.0
787,2020-10-06T09:30:00Z,43.9,606.109759,2130.7657727,2229.217969,374.466,57.0,0.0,49.0
788,2020-10-06T10:00:00Z,39.82,631.041321,2130.7657727,2229.217969,460.218,56.5,0.0,42.55
789,2020-10-06T10:30:00Z,40.21,652.427942,2130.7657727,2229.217969,454.118,56.5,0.0,42.55
790,2020-10-06T11:00:00Z,41.8,595.626517,2130.7657727,2229.217969,388.288,59.0,0.0,36.1
791,2020-10-06T11:30:00Z,41.34,691.180794,2130.7657727,2229.217969,339.754,56.5,0.0,36.1
792,2020-10-06T12:00:00Z,39.78,599.457054,2130.7657727,2229.217969,341.558,24.27,0.0,35.46
793,2020-10-06T12:30:00Z,39.16,766.310275,2130.7657727,2229.217969,355.724,53.5,0.0,35.46
794,2020-10-06T13:00:00Z,38.84,618.422215,2130.7657727,2229.217969,351.776,53.5,0.0,35.49
795,2020-10-06T13:30:00Z,39.28,459.137275,2130.7657727,2229.217969,239.222,53.5,0.0,35.49
796,2020-10-06T14:00:00Z,41.66,490.008934,2130.7657727,2229.217969,156.992,53.45,0.0,39.91
797,2020-10-06T14:30:00Z,41.82,273.86755,2130.7657727,2229.217969,152.508,24.5,0.0,39.91
798,2020-10-06T15:00:00Z,38.57,182.149522,2130.7657727,2229.217969,146.418,63.75,0.0,52.5
799,2020-10-06T15:30:00Z,47.88,174.01159,2130.7900979,2229.2695787,138.742,63.75,0.0,52.5
800,2020-10-06T16:00:00Z,51.96,70.761592,2130.7900979,2229.2695787,115.062,64.7,0.0,59.98
801,2020-10-06T16:30:00Z,54.65,26.0904018,2130.7900979,2229.2695787,77.028,64.7,0.0,59.98
802,2020-10-06T17:00:00Z,55.31,1.93277870737,2130.7900979,2229.2695787,50.048,64.7,0.0,60.4
803,2020-10-06T17:30:00Z,56.53,0.0,2130.7900979,2229.2695787,45.774,64.7,0.0,60.4
804,2020-10-06T18:00:00Z,56.32,0.0,2130.7900979,2229.2695787,70.468,64.7,0.0,45.13
805,2020-10-06T18:30:00Z,53.13,0.0,2130.7900979,2229.2695787,116.044,62.9,0.0,45.13
806,2020-10-06T19:00:00Z,52.47,0.0,2130.7900979,2229.2695787,109.562,62.9,0.0,43.17
807,2020-10-06T19:30:00Z,48.71,0.0,2130.7900979,2229.2695787,142.75,24.56,0.0,43.17
808,2020-10-06T20:00:00Z,46.52,0.0,2130.7900979,2229.2695787,211.458,58.0,0.0,29.37
809,2020-10-06T20:30:00Z,41.55,0.0,2130.7900979,2229.2695787,287.392,24.56,0.0,29.37
810,2020-10-06T21:00:00Z,44.95,0.0,2130.7900979,2229.2695787,375.246,57.5,0.0,28.13
811,2020-10-06T21:30:00Z,40.13,0.0,2130.7900979,2229.2695787,445.778,24.27,0.0,28.13
812,2020-10-06T22:00:00Z,43.94,0.0,2130.7900979,2229.2695787,566.536,53.3,0.0,24.88
813,2020-10-06T22:30:00Z,21.72,0.0,2130.7900979,2229.2695787,644.598,26.1,0.0,24.88
814,2020-10-06T23:00:00Z,30.25,0.0,2130.7899799,2229.2695787,736.666,53.25,0.0,23.8
815,2020-10-06T23:30:00Z,28.65,0.0,2130.7899799,2229.2695787,810.62,1.5,0.0,23.8
816,2020-10-07T00:00:00Z,32.36,0.0,2130.7899799,2229.2695787,848.32,2.0,0.0,17.25
817,2020-10-07T00:30:00Z,28.43,0.0,2130.7899799,2229.2695787,906.46,2.0,0.0,17.25
818,2020-10-07T01:00:00Z,23.64,0.0,2130.7899799,2229.2695787,980.6,53.25,0.0,16.85
819,2020-10-07T01:30:00Z,15.49,0.0,2130.7899799,2229.2695787,908.406,2.0,0.0,16.85
820,2020-10-07T02:00:00Z,25.82,0.0,2130.7899799,2229.2695787,926.658,53.25,0.0,25.26
821,2020-10-07T02:30:00Z,22.53,0.0,2130.7899799,2229.2695787,989.214,2.0,0.0,25.26
822,2020-10-07T03:00:00Z,28.29,0.0,2130.7899799,2229.2695787,1003.952,2.0,0.0,33.07
823,2020-10-07T03:30:00Z,25.3,0.0,2130.7899799,2229.2695787,1038.292,53.25,0.0,33.07
824,2020-10-07T04:00:00Z,31.29,0.0,2130.7899799,2229.2695787,1115.628,36.5,0.0,43.72
825,2020-10-07T04:30:00Z,39.67,0.0,2130.7899799,2229.2695787,1130.624,53.25,0.0,43.72
826,2020-10-07T05:00:00Z,38.78,0.0,2130.7899799,2229.2695787,1135.968,53.2,0.0,48.0
827,2020-10-07T05:30:00Z,43.06,0.0,2130.7899799,2229.2695787,1131.788,53.25,0.0,48.0
828,2020-10-07T06:00:00Z,40.16,0.0064059243,2130.7899799,2229.2695787,1097.604,16.34871,0.0,50.01
829,2020-10-07T06:30:00Z,49.88,55.5688463,2130.7899799,2229.2695787,1138.684,30.0,0.0,50.01
830,2020-10-07T07:00:00Z,48.26,122.8147882,2130.7899799,2229.2695787,1154.256,59.5,0.0,48.0
831,2020-10-07T07:30:00Z,48.74,259.602052,2130.7899799,2229.2695787,1154.158,59.5,0.0,48.0
832,2020-10-07T08:00:00Z,48.21,436.987049,2130.7899799,2229.2695787,1143.996,59.49342,0.0,41.95
833,2020-10-07T08:30:00Z,46.59,563.816367,2130.7899799,2229.2695787,1124.706,59.25,0.0,41.95
834,2020-10-07T09:00:00Z,46.71,769.695045,2130.7899799,2229.2695787,1138.914,57.0,0.0,38.68
841,2020-10-07T12:30:00Z,37.4,695.864597,2130.7899799,2229.2695787,1123.886,25.0,0.0,39.0
842,2020-10-07T13:00:00Z,37.39,746.495915,2130.7899799,2229.2695787,1115.928,57.0,0.0,35.91
843,2020-10-07T13:30:00Z,37.44,672.854304,2130.7899799,2229.2695787,1125.088,57.0,0.0,35.91
844,2020-10-07T14:00:00Z,37.63,632.443145,2130.7899799,2229.2695787,1111.958,24.5,0.0,37.44
845,2020-10-07T14:30:00Z,39.3,537.728244,2130.7899799,2229.2695787,1130.196,57.0,0.0,37.44
846,2020-10-07T15:00:00Z,39.84,367.401436,2130.7899799,2229.2695787,1106.09,62.45,0.0,50.0
847,2020-10-07T15:30:00Z,44.78,220.792861,2130.7899799,2229.2695787,1056.232,62.5,0.0,50.0
848,2020-10-07T16:00:00Z,49.19,111.1739156,2130.8120539,2229.3189227,957.418,64.75,0.0,65.0
849,2020-10-07T16:30:00Z,52.63,26.5444669,2130.8120539,2229.3189227,892.12,64.75,0.0,65.0
850,2020-10-07T17:00:00Z,56.93,0.377344847,2130.8120539,2229.3189227,906.672,64.75,0.0,71.2
851,2020-10-07T17:30:00Z,57.75,0.0,2130.8120539,2229.3189227,937.488,66.5,0.0,71.2
852,2020-10-07T18:00:00Z,62.32,0.0,2130.8120539,2229.3189227,928.556,64.75,0.0,55.0
853,2020-10-07T18:30:00Z,60.83,0.0,2130.8120539,2229.3189227,977.264,62.5,0.0,55.0
854,2020-10-07T19:00:00Z,57.63,0.0,2130.8120539,2229.3189227,991.906,62.5,0.0,45.66
855,2020-10-07T19:30:00Z,55.01,0.0,2130.8120539,2229.3189227,936.9,25.86,0.0,45.66
856,2020-10-07T20:00:00Z,45.5,0.0,2130.8120539,2229.3189227,797.26,59.0,0.0,44.0
857,2020-10-07T20:30:00Z,41.99,0.0,2130.8120539,2229.3189227,738.73,25.76,0.0,44.0
858,2020-10-07T21:00:00Z,41.67,0.0,2130.8120539,2229.3189227,680.542,25.76,0.0,56.0
859,2020-10-07T21:30:00Z,42.67,0.0,2130.8120539,2229.3189227,627.694,58.95,0.0,56.0
860,2020-10-07T22:00:00Z,42.03,0.0,2130.8120539,2229.3189227,518.358,25.9,0.0,49.1
861,2020-10-07T22:30:00Z,49.41,0.0,2130.8120539,2229.3189227,482.404,37.02,0.0,49.1
862,2020-10-07T23:00:00Z,46.31,0.0,2130.8124359,2229.3408657,429.546,32.52,0.0,44.99
863,2020-10-07T23:30:00Z,44.93,0.0,2130.8124359,2229.3408657,298.144,29.54,0.0,44.99
864,2020-10-08T00:00:00Z,41.79,0.0,2130.8124359,2229.3408657,231.944,57.8,0.0,41.0
865,2020-10-08T00:30:00Z,44.61,0.0,2130.8124359,2229.3408657,195.502,57.8,0.0,41.0
866,2020-10-08T01:00:00Z,43.69,0.0,2130.8124359,2229.3408657,239.066,57.5,0.0,27.16
867,2020-10-08T01:30:00Z,42.9,0.0,2130.8124359,2229.3408657,243.286,19.99,0.0,27.16
868,2020-10-08T02:00:00Z,30.33,0.0,2130.8124359,2229.3408657,180.14,17.95018,0.0,25.14
869,2020-10-08T02:30:00Z,26.28,0.0,2130.8124359,2229.3408657,117.856,7.0,0.0,25.14
873,2020-10-08T04:30:00Z,36.69,0.0,2130.8124359,2229.3408657,696.618,4.5,0.0,45.0
874,2020-10-08T05:00:00Z,36.83,0.0,2130.8124359,2229.3408657,973.598,4.5,0.0,47.28
875,2020-10-08T05:30:00Z,37.43,0.0,2130.8124359,2229.3408657,1061.334,10.0,0.0,47.28
876,2020-10-08T06:00:00Z,32.35,4.234283e-05,2130.8124359,2229.3408657,704.66,50.91,0.0,53.13
877,2020-10-08T06:30:00Z,45.41,8.39633456,2130.8124359,2229.3408657,811.078,58.9,0.0,53.13
878,2020-10-08T07:00:00Z,49.58,39.9633152,2130.8124359,2229.3408657,1090.138,61.48598,0.0,56.0
879,2020-10-08T07:30:00Z,48.81,89.6756694,2130.8124359,2229.3408657,1125.722,62.0,0.0,56.0
880,2020-10-08T08:00:00Z,49.21,107.659844,2130.8124359,2229.3408657,1074.764,62.0,0.0,52.0
881,2020-10-08T08:30:00Z,50.87,183.354051,2130.8124359,2229.3408657,902.608,58.9,0.0,52.0
882,2020-10-08T09:00:00Z,50.34,176.792087,2130.8124359,2229.3408657,580.088,62.0,0.0,48.0
883,2020-10-08T09:30:00Z,49.37,239.206635,2130.8124359,2229.3408657,358.154,58.9,0.0,48.0
884,2020-10-08T10:00:00Z,44.39,311.186745,2130.8124359,2229.3408657,607.23,26.16,0.0,39.02
885,2020-10-08T10:30:00Z,40.87,417.610392,2130.8124359,2229.3408657,1083.592,26.01,0.0,39.02
886,2020-10-08T11:00:00Z,39.0,289.570186,2130.8124359,2229.3408657,1124.612,26.25,0.0,34.99
887,2020-10-08T11:30:00Z,38.34,298.488686,2130.8124359,2229.3408657,1140.16,58.9,0.0,34.99
888,2020-10-08T12:00:00Z,39.04,341.108082,2130.8124359,2229.3408657,1100.93,58.9,0.0,34.95
889,2020-10-08T12:30:00Z,40.36,323.078194,2130.8124359,2229.3408657,1092.356,58.9,0.0,34.95
890,2020-10-08T13:00:00Z,38.41,303.452864,2130.8124359,2229.3408657,1099.056,58.9,0.0,34.97
891,2020-10-08T13:30:00Z,38.2,252.466969,2130.8124359,2229.3408657,1041.926,58.9,0.0,34.97
892,2020-10-08T14:00:00Z,46.02,273.565306,2130.8124359,2229.3408657,995.938,58.9,0.0,38.5
893,2020-10-08T14:30:00Z,47.43,233.051152,2130.8124359,2229.3408657,872.35,63.95,0.0,38.5
894,2020-10-08T15:00:00Z,46.49,127.139466,2130.8124359,2229.3408657,810.442,27.51,0.0,49.21
895,2020-10-08T15:30:00Z,51.84,88.21596,2130.9095457,2229.4652467,930.516,27.56,0.0,49.21
896,2020-10-08T16:00:00Z,59.65,49.5715666,2130.9095457,2229.4652467,942.184,63.95,0.0,64.01
897,2020-10-08T16:30:00Z,61.87,7.9625686,2130.9095457,2229.4652467,874.938,65.5,0.0,64.01
898,2020-10-08T17:00:00Z,62.9,0.1467600887161,2130.9095457,2229.4652467,834.818,69.5,0.0,68.0
899,2020-10-08T17:30:00Z,65.84,0.0,2130.9095457,2229.4652467,749.658,195.17463,0.0,68.0
900,2020-10-08T18:00:00Z,76.0,0.0,2130.9095457,2229.4652467,639.694,200.0,0.0,55.0
901,2020-10-08T18:30:00Z,85.57,0.0,2130.9095457,2229.4652467,518.0,170.0,0.0,55.0
902,2020-10-08T19:00:00Z,89.07,0.0,2130.9095457,2229.4652467,383.798,105.0,0.0,50.79
903,2020-10-08T19:30:00Z,71.63,0.0,2130.9095457,2229.4652467,266.634,64.75,0.0,50.79
904,2020-10-08T20:00:00Z,60.06,0.0,2130.9095457,2229.4652467,194.164,65.5,0.0,41.99
905,2020-10-08T20:30:00Z,47.04,0.0,2130.9095457,2229.4652467,154.992,63.95,0.0,41.99
906,2020-10-08T21:00:00Z,51.5,0.0,2130.9095457,2229.4652467,155.736,46.59013,0.0,52.19
907,2020-10-08T21:30:00Z,50.99,0.0,2130.9095457,2229.4652467,201.168,52.5,0.0,52.19
908,2020-10-08T22:00:00Z,53.53,0.0,2130.9095457,2229.4652467,309.672,54.0,0.0,41.74
909,2020-10-08T22:30:00Z,54.79,0.0,2130.9095457,2229.4652467,359.034,52.5,0.0,41.74
910,2020-10-08T23:00:00Z,46.37,0.0,2130.9095457,2229.4652467,347.598,29.92,0.0,32.77
911,2020-10-08T23:30:00Z,34.59,0.0,2130.9172827,2229.5159867,237.112,29.71,0.0,32.77
912,2020-10-09T00:00:00Z,28.99,0.0,2130.9172827,2229.5159867,178.788,33.7487,0.0,29.36
913,2020-10-09T00:30:00Z,28.22,0.0,2130.9172827,2229.5159867,243.818,28.22,0.0,29.36
914,2020-10-09T01:00:00Z,31.1,0.0,2130.9172827,2229.5159867,353.068,31.1,0.0,27.59
915,2020-10-09T01:30:00Z,26.55,0.0,2130.9172827,2229.5159867,346.546,26.55,0.0,27.59
916,2020-10-09T02:00:00Z,27.55,0.0,2130.9172827,2229.5159867,327.366,27.55,0.0,30.21
917,2020-10-09T02:30:00Z,26.04,0.0,2130.9172827,2229.5159867,249.91,26.04,0.0,30.21
918,2020-10-09T03:00:00Z,26.83,0.0,2130.9172827,2229.5159867,167.484,26.83,0.0,40.94
919,2020-10-09T03:30:00Z,27.21,0.0,2130.9172827,2229.5159867,185.528,27.21,0.0,40.94
920,2020-10-09T04:00:00Z,37.65,0.0,2130.9172827,2229.5159867,226.564,37.65,0.0,48.07
921,2020-10-09T04:30:00Z,41.42,0.0,2130.9172827,2229.5159867,342.756,53.95,0.0,48.07
922,2020-10-09T05:00:00Z,46.46,0.0,2130.9172827,2229.5159867,397.024,49.9,0.0,58.0
923,2020-10-09T05:30:00Z,42.96,0.0,2130.9172827,2229.5159867,485.802,37.0,0.0,58.0
924,2020-10-09T06:00:00Z,47.6,0.000421179067827,2130.9172827,2229.5159867,645.38,59.6,0.0,56.0
925,2020-10-09T06:30:00Z,56.5,33.4434615,2130.9172827,2229.5159867,858.384,60.4,0.0,56.0
926,2020-10-09T07:00:00Z,51.48,96.003922,2130.9172827,2229.5159867,930.23,60.0,0.0,54.9
927,2020-10-09T07:30:00Z,52.7,271.181587,2130.9172827,2229.5159867,902.008,60.0,0.0,54.9
928,2020-10-09T08:00:00Z,47.71,562.509341,2130.9172827,2229.5159867,980.68,64.5,0.0,46.72
929,2020-10-09T08:30:00Z,44.99,782.939672,2130.9172827,2229.5159867,1019.526,62.0,0.0,46.72
931,2020-10-09T09:30:00Z,43.66,823.73908,2130.9172827,2229.5159867,1041.612,28.55,0.0,44.1
932,2020-10-09T10:00:00Z,39.01,731.66532,2130.9172827,2229.5159867,1055.758,28.55,0.0,43.45
933,2020-10-09T10:30:00Z,37.93,649.23012,2130.9172827,2229.5159867,1071.636,28.55,0.0,43.45
934,2020-10-09T11:00:00Z,36.9,550.29013,2130.9172827,2229.5159867,1038.43,28.55,0.0,41.77
935,2020-10-09T11:30:00Z,38.37,479.412633,2130.9172827,2229.5159867,994.884,28.55,0.0,41.77
936,2020-10-09T12:00:00Z,38.68,460.78928,2130.9172827,2229.5159867,1009.83,28.55,0.0,36.59
937,2020-10-09T12:30:00Z,38.39,451.635581,2130.9172827,2229.5159867,1019.252,59.5,0.0,36.59
938,2020-10-09T13:00:00Z,40.03,415.320759,2130.9172827,2229.5159867,971.588,35.0,0.0,37.41
939,2020-10-09T13:30:00Z,38.96,301.648235,2130.9172827,2229.5159867,895.012,53.75,0.0,37.41
940,2020-10-09T14:00:00Z,39.24,231.130994,2130.9172827,2229.5159867,964.292,27.5,0.0,40.8
941,2020-10-09T14:30:00Z,39.16,186.022851,2130.9172827,2229.5159867,939.23,28.55,0.0,40.8
942,2020-10-09T15:00:00Z,41.79,125.861552,2130.9172827,2229.5159867,813.952,62.0,0.0,49.8
943,2020-10-09T15:30:00Z,43.71,85.2484175,2130.9172827,2229.5159867,788.342,64.0,0.0,49.8
944,2020-10-09T16:00:00Z,44.19,63.11764803,2130.983852,2229.6098448,839.548,28.55,0.0,62.0
945,2020-10-09T16:30:00Z,43.54,33.832732647,2130.983852,2229.6098448,913.21,28.55,0.0,62.0
946,2020-10-09T17:00:00Z,50.01,2.21526569,2130.983852,2229.6098448,1075.064,64.0,0.0,59.95
947,2020-10-09T17:30:00Z,53.52,0.0,2130.983852,2229.6098448,1130.47,65.0,0.0,59.95
948,2020-10-09T18:00:00Z,52.97,0.0,2130.983852,2229.6098448,1151.712,65.5,0.0,43.06
949,2020-10-09T18:30:00Z,50.15,0.0,2130.983852,2229.6098448,1143.924,59.75,0.0,43.06
950,2020-10-09T19:00:00Z,46.83,0.0,2130.983852,2229.6098448,1140.586,28.61,0.0,41.99
951,2020-10-09T19:30:00Z,44.65,0.0,2130.983852,2229.6098448,1141.568,28.61,0.0,41.99
952,2020-10-09T20:00:00Z,40.2,0.0,2130.983852,2229.6098448,1155.396,59.75,0.0,40.9
953,2020-10-09T20:30:00Z,39.57,0.0,2130.983852,2229.6098448,1158.0,62.0,0.0,40.9
954,2020-10-09T21:00:00Z,46.6,0.0,2130.983852,2229.6098448,1149.742,62.0,0.0,37.22
955,2020-10-09T21:30:00Z,45.03,0.0,2130.983852,2229.6098448,1149.968,62.0,0.0,37.22
956,2020-10-09T22:00:00Z,49.24,0.0,2130.983852,2229.6098448,1148.99,32.15,0.0,30.1
957,2020-10-09T22:30:00Z,29.49,0.0,2130.983852,2229.6098448,1145.704,30.56,0.0,30.1
958,2020-10-09T23:00:00Z,33.33,0.0,2130.983852,2229.6098448,1117.218,26.18,0.0,29.45
959,2020-10-09T23:30:00Z,26.33,0.0,2130.983852,2229.6098448,1129.67,0.0,0.0,29.45
960,2020-10-10T00:00:00Z,27.07,0.0,2130.971479,2229.6190338,1140.7,27.66,0.0,27.15
961,2020-10-10T00:30:00Z,27.28,0.0,2130.971479,2229.6190338,1152.462,58.5,0.0,27.15
962,2020-10-10T01:00:00Z,40.52,0.0,2130.971479,2229.6190338,1158.908,60.5,0.0,25.18
963,2020-10-10T01:30:00Z,34.95,0.0,2130.971479,2229.6190338,1160.058,58.5,0.0,25.18
964,2020-10-10T02:00:00Z,41.78,0.0,2130.971479,2229.6190338,1159.816,58.0,0.0,24.62
965,2020-10-10T02:30:00Z,32.04,0.0,2130.971479,2229.6190338,1159.864,58.5,0.0,24.62
966,2020-10-10T03:00:00Z,37.85,0.0,2130.971479,2229.6190338,1131.102,60.5,0.0,25.18
967,2020-10-10T03:30:00Z,33.07,0.0,2130.971479,2229.6190338,1142.48,58.0,0.0,25.18
968,2020-10-10T04:00:00Z,30.3,0.0,2130.971479,2229.6190338,1144.904,0.0,0.0,29.45
969,2020-10-10T04:30:00Z,30.29,0.0,2130.971479,2229.6190338,1131.75,0.0,0.0,29.45
970,2020-10-10T05:00:00Z,13.24,0.0,2130.971479,2229.6190338,1095.148,0.0,0.0,34.04
971,2020-10-10T05:30:00Z,29.73,0.0,2130.971479,2229.6190338,1051.246,57.95,0.0,34.04
972,2020-10-10T06:00:00Z,32.46,0.00014489366,2130.971479,2229.6190338,911.736,31.56,0.0,43.68
973,2020-10-10T06:30:00Z,39.84,30.8780761,2130.971479,2229.6190338,783.58,59.5,0.0,43.68
974,2020-10-10T07:00:00Z,44.72,107.625973,2130.971479,2229.6190338,684.956,33.45,0.0,52.59
975,2020-10-10T07:30:00Z,47.44,229.678324,2130.971479,2229.6190338,661.35,33.45,0.0,52.59
976,2020-10-10T08:00:00Z,54.31,307.964373,2130.971479,2229.6190338,621.126,59.5,0.0,49.44
977,2020-10-10T08:30:00Z,54.31,386.066997,2130.971479,2229.6190338,576.086,63.4,0.0,49.44
978,2020-10-10T09:00:00Z,53.43,371.347352,2130.971479,2229.6190338,615.816,60.0,0.0,46.0
979,2020-10-10T09:30:00Z,52.79,350.443709,2130.971479,2229.6190338,674.63,59.5,0.0,46.0
980,2020-10-10T10:00:00Z,51.85,355.347668,2130.971479,2229.6190338,540.304,59.4,0.0,46.09
981,2020-10-10T10:30:00Z,46.63,393.221447,2130.971479,2229.6190338,338.272,53.5,0.0,46.09
982,2020-10-10T11:00:00Z,42.45,415.60854,2130.971479,2229.6190338,219.518,58.5,0.0,42.0
983,2020-10-10T11:30:00Z,42.51,466.465905,2130.971479,2229.6190338,174.052,42.51,0.0,42.0
984,2020-10-10T12:00:00Z,44.79,530.698524,2130.971479,2229.6190338,159.18,58.5,0.0,39.38
985,2020-10-10T12:30:00Z,39.35,589.470238,2130.971479,2229.6190338,122.392,24.27012,0.0,39.38
986,2020-10-10T13:00:00Z,37.4,443.2643666,2130.971479,2229.6190338,184.504,27.11,0.0,38.0
987,2020-10-10T13:30:00Z,35.95,518.283077,2130.971479,2229.6190338,248.386,26.2504,0.0,38.0
